id,w_foreign_language,w_literature,w_math,x_biology,x_chemistry,x_physics,y_civic_education,y_geography,y_history,z_average,z_max,z_min
33001235,3.20,5.50,4.20,-,-,-,7.50,5.25,2.75,4.73,7.5,2.75
33001237,3.20,5,4.20,-,-,-,6.25,5.25,2.75,4.44,6.25,2.75
33001236,2,5.75,6.40,-,-,-,8.50,6.50,4.25,5.57,8.5,2.0
33001238,3.80,4.25,4.40,-,-,-,7,7.50,3,4.99,7.5,3.0
33001241,8.40,7.75,8,-,-,-,9.75,8.50,8,8.4,9.75,7.75
33001239,3.20,7,6.60,-,-,-,8.75,7.25,3.75,6.09,8.75,3.2
33001242,6.80,8.50,6.40,-,-,-,9.25,8.25,7.75,7.83,9.25,6.8
33001243,4.60,5,4.60,-,-,-,7.75,5.25,2,4.87,7.75,2.0
33001240,5,6.25,4.80,-,-,-,8,8.75,6.25,6.51,8.75,5.0
33001244,9.40,5.75,8.80,3.50,9.50,8,-,-,-,7.49,9.5,3.5
33001245,3,6.75,2.40,-,-,-,6,6,3.50,4.61,6.75,3.0
33001246,3.80,6,4,-,-,-,8,6.50,3.25,5.26,8.0,3.25
33001247,4.40,4.50,5.80,-,-,-,7.75,6.75,6.25,5.91,7.75,4.4
33001249,6,6.50,8.60,3.75,7.50,8,-,-,-,6.73,8.6,3.75
33001248,3.60,5.50,6.60,-,-,-,8.75,7.75,6.25,6.41,8.75,3.6
33001251,6,7.75,6.20,-,-,-,8,6.25,5,6.53,8.0,5.0
33001250,2.80,6,4.60,-,-,-,6.50,6,4,4.98,6.5,2.8
33001252,5,7.75,2.20,-,-,-,7.25,5,1.75,4.83,7.75,1.75
33001253,5.40,7,8.40,4.75,8,5,-,-,-,6.42,8.4,4.75
33001254,4.20,6,8,3.50,6.25,7,-,-,-,5.83,8.0,3.5
33001255,2.40,5.25,6,-,-,-,9.25,8.75,5.25,6.15,9.25,2.4
33001256,6,7,5.60,-,-,-,8.50,6.75,4.50,6.39,8.5,4.5
33001257,4.60,7,6.40,-,-,-,9.25,7.75,5.75,6.79,9.25,4.6
33001260,7.20,6.50,7.60,4.75,7.75,4.50,-,-,-,6.38,7.75,4.5
33001259,4.40,7,4,-,-,-,7.75,6.75,2.75,5.44,7.75,2.75
33001261,9.40,7.50,8.80,-,-,-,9.75,7.75,7.75,8.49,9.75,7.5
33001258,7.60,7.25,5,-,-,-,8.75,6.75,2.75,6.35,8.75,2.75
33001262,5.80,8,8.40,-,-,-,9.50,8,7.75,7.91,9.5,5.8
33001263,8,5.50,7.40,5.50,5.75,6.75,-,-,-,6.48,8.0,5.5
33001264,3.20,5.25,2.60,-,-,-,7.75,7.50,4.50,5.13,7.75,3.2
33001265,5,6,6.20,-,-,-,8.75,5.25,3.75,5.83,8.75,3.75
33001267,5.40,7,8.40,6.75,8,8,-,-,-,7.26,8.4,5.4
33001268,7.20,6,4.40,-,-,-,8.75,8.75,3.75,6.48,8.75,3.75
33001269,9.20,6.50,8.40,6,6,6.75,-,-,-,7.14,9.2,6.0
33001266,9.20,8.25,8,-,-,-,8.25,7.75,4,7.58,9.2,4.0
33001271,6.60,7,6.60,-,-,-,9,7,5.50,6.95,9.0,5.5
33001270,5.60,7.75,7.60,-,-,-,9,7.75,5.75,7.24,9.0,5.6
33001273,6,6.75,7,3.50,5.75,5,-,-,-,5.67,7.0,3.5
33001274,9.60,9.50,9,7.50,8.25,7.50,-,-,-,8.56,9.6,7.5
33001275,4.60,3.50,4.80,-,-,-,8.25,5.75,4.50,5.23,8.25,3.5
33001276,4,4.25,4.40,-,-,-,7.25,7,3.50,5.07,7.25,3.5
33001272,2,3.50,5,-,-,-,8,7.25,3.75,4.92,8.0,2.0
33001277,3.20,6.25,6.60,-,-,-,8.25,9.25,8,6.92,9.25,3.2
33001279,7.20,6.50,6.20,-,-,-,9.25,6.75,4.75,6.77,9.25,4.75
33001278,9.20,6.50,7.20,6.75,8.75,6.25,-,-,-,7.44,9.2,6.25
33001282,4.40,6.50,6.80,4.25,6.75,6.75,-,-,-,5.91,6.8,4.25
33001283,3.60,5.50,6.40,-,-,-,8.25,7.50,5.50,6.12,8.25,3.6
33001281,5,6.50,8.80,5,8.50,6.50,-,-,-,6.72,8.8,5.0
33001284,7,7.25,7.40,-,-,-,9.25,8.75,8,7.94,9.25,7.0
33001285,2.20,7,6.80,-,-,-,8.75,6.75,5.50,6.17,8.75,2.2
33001286,3.60,6.25,7,-,-,-,9,8.50,7.25,6.93,9.0,3.6
33001287,3.80,4.50,5.60,-,-,-,8.75,7,7.75,6.23,8.75,3.8
33001288,4.20,7.25,4.80,-,-,-,7.75,6.25,4.25,5.75,7.75,4.2
33001289,4.20,6.25,6,-,-,-,8.50,8.25,8,6.87,8.5,4.2
33001290,4.40,8,5.60,-,-,-,8.75,7.50,9.75,7.33,9.75,4.4
33001291,7,7.25,6.20,-,-,-,8.25,7.50,6,7.03,8.25,6.0
33001293,5.60,6.50,6.20,-,-,-,8.75,7,7,6.84,8.75,5.6
33001292,9,8.25,7.20,-,-,-,8.50,7.75,9,8.28,9.0,7.75
33001294,4,5.50,5.40,-,-,-,7.75,8,4.50,5.86,8.0,4.0
33001295,3.40,7.50,4.60,-,-,-,8.50,6.75,4,5.79,8.5,3.4
33001297,8,8,7.60,-,-,-,9,8.75,7.50,8.14,9.0,7.5
33001299,5.40,4.75,9,-,-,-,9,9.25,7.75,7.52,9.25,4.75
33001296,5.80,6.50,5.20,-,-,-,8.75,6,5.50,6.29,8.75,5.5
33001298,4,6.50,3.60,-,-,-,7,6.75,3.25,5.18,7.0,3.25
33001300,3.20,5,4.40,-,-,-,7.25,5.25,4.50,4.93,7.25,3.2
33001302,7.20,7.75,8.40,5.50,8,7.50,-,-,-,7.39,8.4,5.5
33001303,9.20,8.25,6.20,-,-,-,9,9,7.25,8.15,9.2,7.25
33001304,10,5.25,7.40,-,-,-,8.50,8,8.50,7.94,10.0,5.25
33001305,7.40,8.25,7.20,-,-,-,9.25,6.75,4.25,7.18,9.25,4.25
33001309,6.40,6,6.80,-,-,-,8,7.75,5.75,6.78,8.0,5.75
33001311,1.80,5.25,7,-,-,-,6,5.50,4.75,5.05,7.0,1.8
33001308,5.40,6.50,7.60,-,-,-,8.25,8.75,8.50,7.5,8.75,5.4
33001307,8.40,6.75,8.60,5,6.50,8.75,-,-,-,7.33,8.75,5.0
33001310,4.80,5.25,7.40,5.25,6.25,6.25,-,-,-,5.87,7.4,4.8
33001306,5,6.75,8,5.50,8,7.50,-,-,-,6.79,8.0,5.0
33001312,3.40,5,5.80,-,-,-,8.25,6.75,4.25,5.58,8.25,3.4
33001313,4.80,6.50,9,4.75,7.25,8.50,-,-,-,6.8,9.0,4.75
33001318,5.40,5.75,9.20,4.50,8.50,8.25,-,-,-,6.93,9.2,4.5
33001315,2,6,7,-,-,-,7.75,8.25,8.75,6.62,8.75,2.0
33001316,9.40,8.25,9.20,-,-,-,9.75,8.50,9,9.02,9.75,8.25
33001319,4,6,8,6.75,7.25,6,-,-,-,6.33,8.0,4.0
33001321,5.40,4.75,7.40,-,-,-,8.50,7,6,6.51,8.5,4.75
33001320,7.20,5.25,8,5.50,9,8,-,-,-,7.16,9.0,5.25
33001317,8,5.75,9,5.75,8,8.75,-,-,-,7.54,9.0,5.75
33001314,5.60,6.25,6.40,-,-,-,6.50,6.75,4.25,5.96,6.75,4.25
33001323,6,5,7.60,5.25,6.50,6,-,-,-,6.06,7.6,5.0
33001325,8,7.50,8,-,-,-,9.25,8.75,7.75,8.21,9.25,7.5
33001322,8.40,7,8,8.50,7.75,6,-,-,-,7.61,8.5,6.0
33001327,4.20,5,5.80,-,-,-,8.50,8.75,4.25,6.08,8.75,4.2
33001329,7.40,7.50,8.60,4.75,5.75,6,-,-,-,6.67,8.6,4.75
33001324,8.40,6.50,9,4.75,8.50,6.50,-,-,-,7.27,9.0,4.75
33001326,6.80,8,7.20,-,-,-,8.25,9.50,6.50,7.71,9.5,6.5
33001328,7.40,7,8.40,5.50,8,6,-,-,-,7.05,8.4,5.5
33001332,4.20,6.75,7.20,-,-,-,8.25,7.50,6.50,6.73,8.25,4.2
33001331,6.20,5.75,7,-,-,-,8.75,6.50,3.50,6.28,8.75,3.5
33001330,6,6,5.80,-,-,-,8.25,7.75,6.50,6.72,8.25,6.0
33001334,5.20,7.25,9,6.75,8.25,7.25,-,-,-,7.28,9.0,5.2
33001335,8.40,6.50,7.80,-,-,-,8.50,7.50,4.25,7.16,8.5,4.25
33001336,7.60,7,8.20,5.75,7.75,8.50,-,-,-,7.47,8.5,5.75
33001337,1.80,6.25,5.80,-,-,-,7.25,7.25,3.50,5.31,7.25,1.8
33001338,9.20,6.25,9,6.25,8.50,7.50,-,-,-,7.78,9.2,6.25
33001344,9,7,5,-,-,-,8.25,6.75,7.50,7.25,9.0,6.75
33001342,4.80,6,8,5.50,6.75,6.25,-,-,-,6.22,8.0,4.8
33001343,7.80,8.25,4.80,-,-,-,8.75,9,3.50,7.02,9.0,3.5
33001339,6.40,5.25,9,5.50,7.50,8.75,-,-,-,7.07,9.0,5.25
33001345,4.80,5,7.40,3.75,6.50,5.25,-,-,-,5.45,7.4,3.75
33001340,4.80,9.25,7,-,-,-,8.75,9.25,6.50,7.59,9.25,4.8
33001341,5.60,7.25,5.40,-,-,-,7,6.50,7.75,6.58,7.75,5.6
33001347,7.40,6.50,7.40,-,-,-,8.75,7.25,6.50,7.3,8.75,6.5
33001346,7,5,8.40,5.75,7.25,8,-,-,-,6.9,8.4,5.0
33001349,4.80,6.75,5.40,-,-,-,8.75,7,7.50,6.7,8.75,4.8
33001350,6.20,5.25,8,5.25,5.50,4.50,-,-,-,5.78,8.0,4.5
33001348,6.60,8,4.40,-,-,-,8.50,8.50,5,6.83,8.5,5.0
33001353,5.80,6.25,7.60,6.25,7.25,7.75,-,-,-,6.82,7.75,5.8
33001352,5.80,4.75,7.80,-,-,-,8.50,7.50,4.75,6.52,8.5,4.75
33001351,3.40,5,2,-,-,-,8.25,5.50,5,4.86,8.25,3.4
33001354,5.20,5.25,7.80,7,7,3.75,-,-,-,6.0,7.8,3.75
33001355,8.80,6.25,8.60,5,4.75,6.25,-,-,-,6.61,8.8,4.75
33001358,6.60,5.50,5.60,-,-,-,6.50,6.50,5.25,5.99,6.6,5.25
33001356,1.20,7,3.80,-,-,-,6.25,6.50,4.25,4.83,7.0,1.2
33001357,7.80,8.50,8.40,-,-,-,9.25,8.50,6.50,8.16,9.25,6.5
33001359,5.40,6,7.60,-,-,-,8.75,8.25,6,7.0,8.75,5.4
33001360,4.60,6,6.40,-,-,-,8.25,7.50,4.25,6.17,8.25,4.25
33001362,5.60,5.25,8.60,4.75,8,6.75,-,-,-,6.49,8.6,4.75
33001363,6.60,5,7.20,-,-,-,7.25,6.75,5.50,6.38,7.25,5.0
33001364,4,4,7.40,2.75,6.25,5.50,-,-,-,4.98,7.4,2.75
33001366,2.80,5,3.80,-,-,-,7.25,6.50,3,4.73,7.25,2.8
33001365,8,5,8.40,4.75,6.25,8.50,-,-,-,6.82,8.5,4.75
33001367,3.60,5.25,6.80,-,-,-,7.75,8.25,5.25,6.15,8.25,3.6
33001368,2.80,5.50,6.60,-,-,-,7.50,6.50,4,5.48,7.5,2.8
33001370,8,5.75,9,5.25,7.75,8,-,-,-,7.29,9.0,5.25
33001369,5.80,6.75,8.60,5.75,7.50,8.25,-,-,-,7.11,8.6,5.75
33001371,8.80,8,8.40,-,-,-,7.75,8,4,7.49,8.8,4.0
33001372,4.20,8.25,4.60,-,-,-,8.25,7.25,5.50,6.34,8.25,4.2
33001373,7.40,4.50,5.40,-,-,-,8.25,7,6,6.42,8.25,4.5
33001374,6,6.75,7.40,5,6,6.75,-,-,-,6.32,7.4,5.0
33001377,3.60,7,7.80,4,7.50,6.50,-,-,-,6.07,7.8,3.6
33001376,8,8.25,7.80,-,-,-,9.75,8.25,4.75,7.8,9.75,4.75
33001375,5,7,5.60,-,-,-,7.75,6.25,3.25,5.81,7.75,3.25
33001380,5.60,6.75,7.80,4,6.75,7.50,-,-,-,6.4,7.8,4.0
33001381,4.40,6.75,7.60,4,7,5.50,-,-,-,5.88,7.6,4.0
33001382,4.60,7,6.80,-,-,-,8.25,7.25,5,6.48,8.25,4.6
33001383,2.40,4.25,3.60,-,-,-,7,5.75,3.25,4.38,7.0,2.4
33001384,6.20,7,5.80,-,-,-,9.25,7.75,6.50,7.08,9.25,6.2
33001388,5,3.75,8.80,4.50,7.25,6,-,-,-,5.88,8.8,3.75
33001389,4,7.75,4.80,-,-,-,6.75,8.25,5.75,6.22,8.25,4.0
33001390,5.40,8.25,7.40,-,-,-,9.25,8.25,7.50,7.67,9.25,5.4
33001386,7.80,6.75,8.20,4.75,6.25,6.50,-,-,-,6.71,8.2,4.75
33001379,3.80,5.50,7.80,7,3.75,3.25,-,-,-,5.18,7.8,3.25
33001378,6.60,6.50,8,5.50,7.75,8.50,-,-,-,7.14,8.5,5.5
33001385,8.20,6.75,7.60,5.75,4.25,7,-,-,-,6.59,8.2,4.25
33001393,6.40,6.50,8.80,4.50,7.25,8.25,-,-,-,6.95,8.8,4.5
33001387,6.60,7.25,8,6.25,6,6.25,-,-,-,6.73,8.0,6.0
33001396,6.60,5.50,9.40,6.50,8,8.25,-,-,-,7.38,9.4,5.5
33001392,3.40,4.50,5.20,-,-,-,7,7.50,5.75,5.56,7.5,3.4
33001391,5.20,7.25,7.40,5,6.75,5.25,-,-,-,6.14,7.4,5.0
33001394,8.60,7,8.80,6.50,9.25,8.75,-,-,-,8.15,9.25,6.5
33001395,6.20,5.75,8.20,4.75,8.25,8.25,-,-,-,6.9,8.25,4.75
33001397,3.60,5.25,8.60,5.25,8.50,8.25,-,-,-,6.58,8.6,3.6
33001398,2.80,5.75,4.80,-,-,-,8,8,2.75,5.35,8.0,2.75
33001399,6,5.75,7.20,-,-,-,9,6.50,6.75,6.87,9.0,5.75
33001400,6.60,6.50,8.80,5.25,7.50,8.50,-,-,-,7.19,8.8,5.25
33001402,3.80,5.25,5.60,6.50,7,5.75,-,-,-,5.65,7.0,3.8
33001401,4.60,5.75,5.20,-,-,-,7.25,6.25,3.75,5.47,7.25,3.75
33001404,2.60,6.75,7.20,-,-,-,8.50,7.50,5.75,6.38,8.5,2.6
33001405,5.80,7.50,5.80,-,-,-,8,8,4.25,6.56,8.0,4.25
33001403,9.20,8.75,8.80,-,-,-,9.75,8.50,8.50,8.92,9.75,8.5
33001407,5.20,6.25,7.20,-,-,-,8.50,8,6.75,6.98,8.5,5.2
33001406,4.20,5.75,3.40,-,-,-,7.50,6.75,3,5.1,7.5,3.0
33001409,4.80,6,6.80,-,-,-,7.75,7.75,5.25,6.39,7.75,4.8
33001410,7.80,4,6.20,-,-,-,6,6.50,4.25,5.79,7.8,4.0
33001408,2.80,5.50,6,-,-,-,7.75,7,5,5.67,7.75,2.8
33001412,8,7,6.80,-,-,-,8.50,9,5.75,7.51,9.0,5.75
33001413,5,6.25,5.80,-,-,-,5.25,7,5.75,5.84,7.0,5.0
33001414,4,5.25,4.20,-,-,-,7.50,6.50,2.25,4.95,7.5,2.25
33001417,6.80,4.50,8,2.75,3.25,6.50,-,-,-,5.3,8.0,2.75
33001411,4.20,6,5.40,-,-,-,9.25,8.25,7.50,6.77,9.25,4.2
33001419,3.60,6,8.80,3.25,6.75,8,-,-,-,6.07,8.8,3.25
33001420,8.20,8.25,8,4.25,8,6.25,-,-,-,7.16,8.25,4.25
33001415,3.80,6,2.60,-,-,-,6.75,7.50,4.50,5.19,7.5,3.8
33001416,5.80,6.25,8.60,6,6.50,7.75,-,-,-,6.82,8.6,5.8
33001422,3.20,7,7.40,-,-,-,9.25,7.25,6.75,6.81,9.25,3.2
33001418,3,5,6.40,-,-,-,8.50,8.25,7,6.36,8.5,3.0
33001421,5,5.75,8.20,5.75,7.50,6.50,-,-,-,6.45,8.2,5.0
33001423,5.80,6,8.20,5.50,9.25,8,-,-,-,7.12,9.25,5.5
33001424,7.40,6.25,7.60,4,5.50,6.75,-,-,-,6.25,7.6,4.0
33001425,3.80,5.75,8,5.75,6.25,4,-,-,-,5.59,8.0,3.8
33001427,6,7,5.20,-,-,-,7.50,8.50,2.75,6.16,8.5,2.75
33001428,5.60,4,8.20,5.50,8,7.50,-,-,-,6.47,8.2,4.0
33001426,7.40,6.50,8.60,5.50,7.75,6.75,-,-,-,7.08,8.6,5.5
33001429,4,6.50,6,-,-,-,8,5.50,5.75,5.96,8.0,4.0
33001430,9.20,7.25,8.80,10,9.25,7.75,-,-,-,8.71,10.0,7.25
33001431,3.20,5.75,3.40,-,-,-,8.50,6.25,4.50,5.27,8.5,3.2
33001432,4.80,6.50,7,-,-,-,7,6.50,4.75,6.09,7.0,4.75
33001434,7.20,8,6.60,-,-,-,8.75,8,4.75,7.22,8.75,4.75
33001433,3.80,7,7.80,5,6.75,7.50,-,-,-,6.31,7.8,3.8
33001435,6.80,4,7.80,6,8,6,-,-,-,6.43,8.0,4.0
33001437,4,5,8.60,4.25,8.50,6.75,-,-,-,6.18,8.6,4.0
33001436,6.80,5.75,8.20,3,2.50,6.50,-,-,-,5.46,8.2,2.5
33001438,4.40,5.75,7.40,6,7.25,5.25,-,-,-,6.01,7.4,4.4
33001439,4.40,5.50,7.40,-,-,-,7.75,7,2.50,5.76,7.75,2.5
33001440,8.60,4.75,8.80,4.50,5.25,7.25,-,-,-,6.52,8.8,4.5
33001442,2.40,7,6.40,-,-,-,7.75,6.75,5.75,6.01,7.75,2.4
33001443,6.60,5.25,8,-,-,-,8,5.75,2.75,6.06,8.0,2.75
33001441,9.40,7.75,8.60,-,-,-,9.75,7.75,5.75,8.17,9.75,5.75
33001444,6.80,6.50,7.40,-,-,-,7.50,7.50,6,6.95,7.5,6.0
33001445,8.80,8.50,6.80,-,-,-,9.75,8.50,8.75,8.52,9.75,8.5
33001446,8.80,6.75,6.20,-,-,-,8.75,8.25,9,7.96,9.0,8.25
33001447,7.20,7.50,8.20,-,-,-,9.25,7.75,5.75,7.61,9.25,5.75
33001448,3.20,4.75,3.60,-,-,-,8,7.25,4.75,5.26,8.0,3.2
33001449,9.20,6.75,7.80,3.75,4.50,6,-,-,-,6.33,9.2,3.75
33001450,7.40,7,8.40,-,-,-,9,7,7.75,7.76,9.0,7.0
33001451,7.20,7.25,7.40,-,-,-,7.75,8.25,5,7.14,8.25,5.0
33001454,4.60,6,8,6.25,7,7.75,-,-,-,6.6,8.0,4.6
33001452,5.80,4.75,8.20,-,-,-,9.25,6.75,6.50,6.88,9.25,4.75
33001455,9.40,8,8,-,-,-,9.25,7.75,5.25,7.94,9.4,5.25
33001456,3.40,5.50,7.20,5.25,4.75,5,-,-,-,5.18,7.2,3.4
33001453,8.60,6.75,7.40,-,-,-,9.75,8.25,7.50,8.04,9.75,6.75
33001457,8,7,8.40,7.25,7.75,7.75,-,-,-,7.69,8.4,7.0
33001458,8,8.50,7.60,-,-,-,9,7.75,6.75,7.93,9.0,6.75
33001461,5.40,5.75,5.80,-,-,-,7.75,7.75,6.25,6.45,7.75,5.4
33001459,6,7.50,4.20,-,-,-,8.25,7.75,5.75,6.58,8.25,5.75
33001460,5.80,7.50,7.40,5.50,7.75,6.25,-,-,-,6.7,7.75,5.5
33001462,4,7.50,7,-,-,-,6.75,7,5,6.21,7.5,4.0
33001463,7.20,6.25,8.20,4.75,8,7.75,-,-,-,7.02,8.2,4.75
33001464,8.40,7.75,9.20,5.25,9.50,8,-,-,-,8.02,9.5,5.25
33001465,7.80,6.25,7.60,-,-,-,9.25,7.50,6.75,7.52,9.25,6.25
33001466,8.40,8.25,7.60,-,-,-,8.25,7.75,8.25,8.08,8.4,7.75
33001469,9.60,6.50,9.20,8,7.75,8.25,-,-,-,8.22,9.6,6.5
33001467,3.80,5.75,7.80,3.75,5.25,5,-,-,-,5.23,7.8,3.75
33001470,6.80,7,8,6.75,6.50,8,-,-,-,7.17,8.0,6.5
33001472,8.40,7.50,8.40,-,-,-,9.25,8.25,5,7.8,9.25,5.0
33001471,9.80,7.75,9,7.75,9,6.50,-,-,-,8.3,9.8,6.5
33001473,5.60,7.50,6.60,-,-,-,9,8.50,6,7.2,9.0,5.6
33001468,6,6.75,7.80,5,7.50,8,-,-,-,6.84,8.0,5.0
33001474,3.80,6.50,3.60,-,-,-,8.25,6,2,5.02,8.25,2.0
33001475,5.60,5,8.40,5.25,7.25,6.75,-,-,-,6.38,8.4,5.0
33001476,9.40,8,8.80,7.50,6.75,6.25,-,-,-,7.78,9.4,6.25
33001480,4.40,5.75,7.20,5.75,5.50,7,-,-,-,5.93,7.2,4.4
33001479,4,5.50,8.40,-,-,-,9.50,9.25,5.75,7.07,9.5,4.0
33001481,8.40,5.50,7.60,4.75,7,7,-,-,-,6.71,8.4,4.75
33001483,7.20,7.50,9,7.25,8.50,8.50,-,-,-,7.99,9.0,7.2
33001478,4,7.50,7.60,6,5,4.75,-,-,-,5.81,7.6,4.0
33001477,8.80,8.25,8,-,-,-,9.50,9.50,5.75,8.3,9.5,5.75
33001486,6.60,4.75,9,7.25,8,8.50,-,-,-,7.35,9.0,4.75
33001482,4.80,6,4.60,-,-,-,7,7,4.25,5.61,7.0,4.25
33001485,3,6.75,6.20,-,-,-,7.75,6.75,5.75,6.03,7.75,3.0
33001487,9.40,7.50,5.40,-,-,-,7.25,7.25,6.25,7.17,9.4,6.25
33001484,9.20,5.75,7.40,-,-,-,8.25,7.50,6.50,7.43,9.2,5.75
33001488,7.80,7,6.60,-,-,-,9,9,8,7.9,9.0,9.0
33001489,9,7.50,7.80,-,-,-,8.75,7.75,6.50,7.88,9.0,6.5
33001490,6.80,5.75,7,-,-,-,7,8,5,6.59,8.0,5.0
33001491,8,7.25,7.80,-,-,-,10,8,5.25,7.72,10.0,5.25
33001492,9,8.50,7.60,-,-,-,8.75,7.50,4.25,7.6,9.0,4.25
33001494,8.20,6.75,7.40,-,-,-,9,8,6.25,7.6,9.0,6.25
33001495,7.40,8.25,6,-,-,-,9.75,8.75,7.75,7.98,9.75,7.4
33001493,9.20,8.50,7.60,-,-,-,9.50,9.50,9.25,8.92,9.5,9.5
33001496,9,8,8.40,-,-,-,9.75,8.50,7.50,8.53,9.75,7.5
33001497,9.60,7.25,7.60,-,-,-,9.75,7.25,9.25,8.45,9.75,7.25
33001499,9.20,7.50,8.80,-,-,-,10,8.50,5.50,8.25,10.0,5.5
33001500,6.20,7.75,7.60,-,-,-,8.25,8.50,6.25,7.42,8.5,6.2
33001501,8.80,8,8,-,-,-,9.25,7.75,5.25,7.84,9.25,5.25
33001503,6.20,7.25,6.80,-,-,-,9.25,7.25,6.25,7.17,9.25,6.2
33001505,7.20,5.75,6.60,-,-,-,8.75,7.25,6.25,6.97,8.75,5.75
33001504,5,6.50,7,-,-,-,7.75,6.50,4.75,6.25,7.75,4.75
33001502,7.80,7,8.80,5.25,8,6.75,-,-,-,7.27,8.8,5.25
33001506,3.20,7,6.80,-,-,-,7.25,8.50,4,6.12,8.5,3.2
33001507,5,7,7,-,-,-,9.25,9,7,7.38,9.25,5.0
33001509,2.60,4.50,5.60,-,-,-,6.50,6.75,3.25,4.87,6.75,2.6
33001508,8.60,7,8.80,5.25,7.75,7.75,-,-,-,7.52,8.8,5.25
33001510,8.60,6,5.80,-,-,-,8,7,6.25,6.94,8.6,6.25
33001511,5.60,7.50,8.40,8,8.25,5.75,-,-,-,7.25,8.4,5.6
33001512,4.80,5.50,5.60,-,-,-,9.25,7.50,5.25,6.32,9.25,4.8
33001514,7.60,7.25,7.40,4,7.75,6.50,-,-,-,6.75,7.75,4.0
33001515,3.20,3,4,-,-,-,4.75,5.25,2.75,3.82,5.25,2.75
33001513,7,8,7.60,-,-,-,8.75,8,4.75,7.35,8.75,4.75
33001516,8,8.25,7,-,-,-,8,7.25,7.75,7.71,8.25,7.25
33001517,3.80,7,4.60,-,-,-,9,7.50,4.25,6.02,9.0,3.8
33001519,9,8.50,8.40,-,-,-,7.75,7,4,7.44,9.0,4.0
33001518,4.60,5.75,5.40,-,-,-,8,7,4.50,5.88,8.0,4.5
33001520,5.60,6.75,6.20,-,-,-,7.75,8,5.25,6.59,8.0,5.25
33001521,9.80,8.25,7.80,-,-,-,9,8.75,8.25,8.64,9.8,8.25
33001522,2.80,7,6.80,4.50,6.25,7.50,-,-,-,5.81,7.5,2.8
33001524,8,7,7.60,-,-,-,8.75,8.50,6,7.64,8.75,6.0
33001523,8.40,7.50,7,-,-,-,7.50,7.75,6.50,7.44,8.4,6.5
33001525,4.40,6,4.60,-,-,-,6.75,4.50,2.75,4.83,6.75,2.75
33001527,3.80,6.75,8.60,5.75,7.50,6.25,-,-,-,6.44,8.6,3.8
33001526,5.60,7,7.60,-,-,-,9,7.25,6.25,7.12,9.0,5.6
33001528,5.20,7,8.40,5.25,7.75,8,-,-,-,6.93,8.4,5.2
33001529,8.80,8.25,7.60,-,-,-,8.75,8.50,7.50,8.23,8.8,7.5
33001530,6,7.75,7.60,4.50,6.25,5.50,-,-,-,6.27,7.75,4.5
33001531,2.20,4.50,4,-,-,-,5.50,2,3,3.53,5.5,2.0
33001532,4,8,8.20,4.50,8.25,7.75,-,-,-,6.78,8.25,4.0
33001534,9.20,7.75,9.40,6.50,9.50,9.50,-,-,-,8.64,9.5,6.5
33001536,2.80,5.75,4.80,-,-,-,8,8,6.50,5.98,8.0,2.8
33001535,3.60,6.50,5.20,-,-,-,8.50,7.25,8.50,6.59,8.5,3.6
33001537,4.80,7.50,3.40,-,-,-,6.25,6.75,4,5.45,7.5,4.0
33001538,3.60,6.50,8.20,5,7.25,5.50,-,-,-,6.01,8.2,3.6
33001533,4,5.75,3.80,-,-,-,7,7.25,4.50,5.38,7.25,4.0
33001539,9.20,7.50,7.80,-,-,-,9.25,8.25,9.25,8.54,9.25,7.5
33001540,9.40,7.50,9,6.75,7.75,7,-,-,-,7.9,9.4,6.75
33001541,9.60,8,8.80,5.25,7,8.50,-,-,-,7.86,9.6,5.25
33001542,5.60,8.50,5.40,-,-,-,9.75,7.25,8.25,7.46,9.75,5.6
33001543,9,7.50,8.20,7.50,8,8,-,-,-,8.03,9.0,7.5
33001547,2.60,7.25,6,-,-,-,8.25,5.50,4.25,5.64,8.25,2.6
33001545,5.20,7,6.80,-,-,-,9.25,6.75,5.25,6.71,9.25,5.2
33001546,8.60,7.75,7.80,5.25,7.75,6.25,-,-,-,7.23,8.6,5.25
33001548,3.20,6,4.80,3,4.50,3.25,-,-,-,4.12,6.0,3.0
33001544,7.40,7,8.80,9.25,9,6.25,-,-,-,7.95,9.25,6.25
33001549,6.20,7.50,7,-,-,-,8.75,9,6.75,7.53,9.0,6.2
33001550,7.40,8,8.40,3.75,8.50,7.50,-,-,-,7.26,8.5,3.75
33001551,2.80,5.50,7.20,5,7,5.50,-,-,-,5.5,7.2,2.8
33001552,3.40,4.50,3.20,-,-,-,5.50,4.75,1.50,3.81,5.5,1.5
33001553,4.80,5.50,7.20,-,-,-,8.25,8.50,7,6.88,8.5,4.8
33001556,3.40,5.75,3.20,-,-,-,5.75,6,4.75,4.81,6.0,3.4
33001554,6.80,5.50,7,3.75,4.50,5.75,-,-,-,5.55,7.0,3.75
33001557,4.40,6.75,7.20,-,-,-,8.25,8,6,6.77,8.25,4.4
33001555,2.40,5.75,3.40,-,-,-,8,7.50,6.75,5.63,8.0,2.4
33001560,6.60,6,6.20,-,-,-,7.50,6.50,4.50,6.22,7.5,4.5
33001559,5.60,8.50,7.60,-,-,-,9.50,9,7.25,7.91,9.5,5.6
33001561,3.20,7.25,6.80,-,-,-,8.25,7,4.75,6.21,8.25,3.2
33001562,4.60,6.75,7.40,3,6.75,5,-,-,-,5.58,7.4,3.0
